features,sing,acc,auc
80.0,100.0,0.6927499973773956,0.7327587586904741
120.0,100.0,0.6892500042915344,0.7388126316991765
160.0,100.0,0.7137500011920929,0.7743474915592152
200.0,100.0,0.7380952380952381,0.7815775558027551
